id,x__autocorrelation__lag_1024,x__autocorrelation__lag_128,x__autocorrelation__lag_16384,x__autocorrelation__lag_2048,x__autocorrelation__lag_256,x__autocorrelation__lag_4096,x__autocorrelation__lag_512,x__autocorrelation__lag_8192
A,0.5805710029687591,-0.7356534646158276,0.5776106480813791,0.5792745737084938,0.6048078292397365,0.5790147556391667,0.6045295515499615,0.5802100492131443
