id,x__autocorrelation__lag_1024,x__autocorrelation__lag_128,x__autocorrelation__lag_16384,x__autocorrelation__lag_2048,x__autocorrelation__lag_256,x__autocorrelation__lag_4096,x__autocorrelation__lag_512,x__autocorrelation__lag_8192
A,-0.12751577522791663,-0.22926161302014994,-0.12276203406411995,-0.1282789110230943,-0.16764752279860218,-0.12528462036281093,-0.18068360098809996,-0.13040142362915622
